,age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
PC1,-0.32570679624945303,-0.11455490821371049,-0.029469208053832092,0.33963587896539776,-0.05886865274644754,0.5630634392929108,-0.1672754116370605,-0.5050773562602814,-0.12718820305762313,-0.10376337998282494,-0.3645974857319738,-0.03325857277178528
PC2,0.05720437319712709,0.03158688722032604,0.49734934499221267,-0.20075045387631535,-0.2627630722250353,0.1528934054842503,0.4180751293880273,-0.23794544647808194,0.09287672819539872,0.03930693372768523,0.028812984745503856,0.6109384812725794
